Parcela;Obs_parcela;N.;Nome_comum;Familia;;DAP;Altura;Altura_medida_estimada;Morta;Tipo;Ano;;
TLO_061a066;NA;1506;ABIURANA SABIA;Dichapetalaceae;;40,9;26,4;EST;NA;NA;2015;;
TLO_061a066;NA;1506F;LOURO;Sapotaceae;;10,9;11,3;EST;NA;NA;2015;;
TLO_061a066;NA;1507;MAMAOZINHO;Simaroubaceae;;25,0;19,8;EST;NA;NA;2015;;
TLO_061a066;NA;1507I;PAIVA VERMELHA;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_061a066;NA;1508;BRANQUINHA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_061a066;NA;1509;ARACA BRAVO;Lauraceae;;26,7;20,6;EST;NA;NA;2015;;
TLO_061a066;NA;1510;FAVEIRA FF;Sapotaceae;;16,8;15,3;EST;NA;NA;2015;;
TLO_061a066;NA;1499J;CARAIPERANA;NA;;NA;NA;EST;NA;NA;2015;;
TLO_067a072;NA;1511;BREU VERMELHO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1512;CASTANHA JARANA FG;Fabaceae;;18,6;16,4;EST;NA;NA;2015;;
TLO_067a072;NA;1513;ENVIRA AMARELA;Moraceae;;28,5;21,5;EST;NA;NA;2015;;
TLO_067a072;NA;1513D;ENVIRA SURUCUCU;Fabaceae;;15,7;14,6;EST;NA;NA;2015;;
TLO_067a072;NA;1514;LOURO ARITU;Fabaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_067a072;NA;1515;MATAMATA AMARELO;Bombacaceae;;42,0;26,8;EST;NA;NA;2015;;
TLO_067a072;NA;1516;BREU VERMELHO;Chrysobalanaceae;;25,3;19,9;EST;NA;NA;2015;;
TLO_067a072;NA;1517;MATAMATA AMARELO;Fabaceae;;30,9;22,5;EST;NA;NA;2015;;
TLO_067a072;NA;1518;MUIRAJIBOIA PRETA;NA;;12,9;12,7;EST;NA;NA;2015;;
TLO_067a072;NA;1519;LOURO ARITU;Sapotaceae;;24,6;19,6;EST;NA;NA;2015;;
TLO_067a072;NA;1520;BRANQUINHA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1521;ACARIQUARA ROXA;Dichapetalaceae;;24,3;19,5;EST;NA;NA;2015;;
TLO_067a072;NA;1522;ABIURANA FEDORENTA;Fabaceae;;20,2;17,3;EST;NA;NA;2015;;
TLO_067a072;NA;1523;BREU VERMELHO;Fabaceae;;36,1;24,6;EST;NA;NA;2015;;
TLO_067a072;NA;1523F;TANIMBUCA;Chrysobalanaceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_067a072;NA;1524;PAJURAZINHO;Anacardiaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1525;UCUUBA PUNA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1526;ABIURANA OLHO DE VEADO;Moraceae;;33,1;23,4;EST;NA;NA;2015;;
TLO_067a072;NA;1526 H;MATAMATA AMARELO;Fabaceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1527;RIPEIRO VERMELHO;Annonaceae;;13,7;13,3;EST;NA;NA;2015;;
TLO_067a072;NA;1528;CARAIPERANA;Anacardiaceae;;15,6;14,5;EST;NA;NA;2015;;
TLO_067a072;NA;1529;GITO VERMELHO;Dichapetalaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1530;NA;Burseraceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1513G;LEITEIRA;Simaroubaceae;;10,3;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1513I;INGARANA;Fabaceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1513I1;FAVA VERMELHA;Annonaceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_067a072;NA;1531;MATAMATA MIRIM;Bombacaceae;;19,0;16,6;EST;NA;NA;2015;;
TLO_067a072;NA;1532;MATAMATA MIRIM;NA;;30,8;22,5;EST;NA;NA;2015;;
TLO_067a072;NA;1532F;ABIURANA ROXA;Fabaceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_067a072;NA;1533;SERINGARANA;Simaroubaceae;;21,1;17,8;EST;NA;NA;2015;;
TLO_067a072;NA;1534;UCUQUIRANA;Annonaceae;;32,5;23,2;EST;NA;NA;2015;;
TLO_067a072;NA;1535;ABIURANA;Bombacaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1536;RIPEIRO BRANCO;Euphorbiaceae;;19,6;16,9;EST;NA;NA;2015;;
TLO_067a072;NA;1537;BREU MANGA;Chrysobalanaceae;;53,6;30,3;EST;NA;NA;2015;;
TLO_067a072;NA;1538;MUIRATINGA;Burseraceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_067a072;NA;1539;MATAMATA AMARELO;Apocynaceae;;19,7;17,0;EST;NA;NA;2015;;
TLO_067a072;NA;1540;ANANI;Burseraceae;;18,6;16,4;EST;NA;NA;2015;;
TLO_067a072;NA;1541;CARAIPE;NA;;37,5;25,2;EST;NA;NA;2015;;
TLO_067a072;NA;1542;FALSA RAINHA;Fabaceae;;13,7;13,3;EST;NA;NA;2015;;
TLO_067a072;NA;1543;MATAMATA AMARELO;Chrysobalanaceae;;39,3;25,8;EST;NA;NA;2015;;
TLO_067a072;NA;1544;ABIURANA ABIU;Chrysobalanaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_067a072;NA;1545;INHARE;Fabaceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_067a072;NA;1546;UCUUBA PUNA;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1547;PAU POMBO;Burseraceae;;50,5;29,4;EST;NA;NA;2015;;
TLO_067a072;NA;1547A;MATAMATA MIRIM;Sapotaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_067a072;NA;1547F;BREU;Fabaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_067a072;NA;1548;CHICLETE BRAVO;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1549;ENVIRA FOFA;Lecythidaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_067a072;NA;1549B;BREU BRANCO;Bombacaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_067a072;NA;1549I;MATAMATA MIRIM;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_067a072;NA;1550;CARAIPE;Euphorbiaceae;;17,5;15,7;EST;NA;NA;2015;;
TLO_067a072;NA;1551;BREU VERMELHO;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1552;CASTANHA JARANA FG;Fabaceae;;47,8;28,6;EST;NA;NA;2015;;
TLO_067a072;NA;1553;MATAMATA AMARELO;Burseraceae;;26,2;20,4;EST;NA;NA;2015;;
TLO_067a072;NA;1554;ABIURANA;Sapotaceae;;13,3;13,0;EST;NA;NA;2015;;
TLO_067a072;NA;1555;LOURO ARITU;Myrtaceae;;29,8;22,0;EST;NA;NA;2015;;
TLO_067a072;NA;1555E;BREU VERMELHO;NA;;11,1;11,5;EST;NA;NA;2015;;
TLO_067a072;NA;1556;MACUCU CHIADOR;Fabaceae;;16,5;15,1;EST;NA;NA;2015;;
TLO_067a072;NA;1557;CASTANHA JARANA FG;Sapotaceae;;25,1;19,8;EST;NA;NA;2015;;
TLO_067a072;NA;1558;CARDEIRO;NA;;31,7;22,9;EST;NA;NA;2015;;
TLO_067a072;NA;1558I;UCUUBA PRETA;NA;;10,2;10,8;EST;NA;NA;2015;;
TLO_067a072;NA;1559;MUCURAO;Chrysobalanaceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_067a072;NA;1560;MATAMATA AMARELO;Sapotaceae;;29,9;22,1;EST;NA;NA;2015;;
TLO_067a072;NA;1560F;CARAIPE;NA;;11,0;11,4;EST;NA;NA;2015;;
TLO_067a072;NA;1561;BREU VERMELHO;Verbenaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_067a072;NA;1562;MUIRAJIBOIA;Chrysobalanaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_067a072;NA;1563;BREU MANGA;Chrysobalanaceae;;16,8;15,3;EST;NA;NA;2015;;
TLO_067a072;NA;1564;PAU MARFIM;Ebenaceae;;26,5;20,5;EST;NA;NA;2015;;
TLO_067a072;NA;1564C;UCUQUIRANA;Euphorbiaceae;;13,6;13,2;EST;NA;NA;2015;;
TLO_067a072;NA;1565;LOURO ARITU;Verbenaceae;;46,4;28,2;EST;NA;NA;2015;;
TLO_067a072;NA;1566;RIPEIRO VERMELHO;Verbenaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1567;ANGELIM RAJADO;Elaeocarpaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1568;ABIURANA;Verbenaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1569;PAU RAINHA;Dichapetalaceae;;21,4;17,9;EST;NA;NA;2015;;
TLO_067a072;NA;1570;GITO BRANCO;Dichapetalaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1571;MUIRACATIARA;Chrysobalanaceae;;22,0;18,3;EST;NA;NA;2015;;
TLO_067a072;NA;1572;CARAIPERANA;Fabaceae;;12,2;12,2;EST;NA;NA;2015;;
TLO_067a072;NA;1573;PITOMBA DA MATA;Myristicaceae;;12,3;12,3;EST;NA;NA;2015;;
TLO_067a072;NA;1574;GITO BRANCO;Euphorbiaceae;;18,9;16,5;EST;NA;NA;2015;;
TLO_067a072;NA;1575;UCUQUIRANA;Dichapetalaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1576;BREU BRANCO;Sapotaceae;;19,2;16,7;EST;NA;NA;2015;;
TLO_067a072;NA;1577;BREU VERMELHO;Rubiaceae;;18,6;16,4;EST;NA;NA;2015;;
TLO_067a072;NA;1578;BREU VERMELHO;NA;;14,9;14,1;EST;NA;NA;2015;;
TLO_067a072;NA;1578A;MATAMATA AMARELO;Euphorbiaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_067a072;NA;1578F2;GUARUBA VERMELHA;Fabaceae;;11,2;11,5;EST;NA;NA;2015;;
TLO_067a072;NA;1578F;MATAMATA AMARELO;Moraceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_067a072;NA;1579;CUPIUBA;Chrysobalanaceae;;64,4;33,0;EST;NA;NA;2015;;
TLO_067a072;NA;1563J;UCUUBA PUNA;NA;;NA;NA;EST;NA;NA;2015;;
TLO_067a072;NA;1569J;BREU VERMELHO;NA;;NA;NA;EST;NA;NA;2015;;
TLO_067a072;NA;1580;MUIRATINGA;Fabaceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_067a072;NA;1581;MATAMATA AMARELO;Euphorbiaceae;;19,4;16,8;EST;NA;NA;2015;;
TLO_067a072;NA;1581I;ARACA BRAVO;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1582;CARAIPE;Humiriaceae;;35,1;24,2;EST;NA;NA;2015;;
TLO_067a072;NA;1583;INHARE;Verbenaceae;;19,8;17,1;EST;NA;NA;2015;;
TLO_067a072;NA;1584;CARAIPERANA;Myristicaceae;;11,9;12,0;EST;NA;NA;2015;;
TLO_067a072;NA;1585;PAJURAZINHO;Bombacaceae;;50,2;29,3;EST;NA;NA;2015;;
TLO_067a072;NA;1585F;BREU VERMELHO;Lecythidaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_067a072;NA;1586;BREU VERMELHO;Chrysobalanaceae;;20,1;17,2;EST;NA;NA;2015;;
TLO_067a072;NA;1586D;BREU VERMELHO;Meliaceae;;12,7;12,6;EST;NA;NA;2015;;
TLO_067a072;NA;1587;GITO BRANCO;Olacaceae;;11,4;11,7;EST;NA;NA;2015;;
TLO_067a072;NA;1588;INGA COPAIBA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1589;CUPIUBA;Clusiaceae;;62,0;32,4;EST;NA;NA;2015;;
TLO_067a072;NA;1589F;BREU;NA;;11,5;11,7;EST;NA;NA;2015;;
TLO_067a072;NA;1589I;CARIPE;NA;;10,3;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1590;MATAMATA AMARELO;Burseraceae;;35,8;24,5;EST;NA;NA;2015;;
TLO_067a072;NA;1590F;BREU;Fabaceae;;12,6;12,5;EST;NA;NA;2015;;
TLO_067a072;NA;1591;ITAUBA;Sapotaceae;;28,6;21,5;EST;NA;NA;2015;;
TLO_067a072;NA;1592;PURUI;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1593;MATAMATA AMARELO;Rubiaceae;;18,8;16,5;EST;NA;NA;2015;;
TLO_067a072;NA;1594;MATAMATA AMARELO;Euphorbiaceae;;13,8;13,4;EST;NA;NA;2015;;
TLO_067a072;NA;1594I;BREU VERMELHO;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_067a072;NA;1595;UXI COROA;Annonaceae;;50,8;29,5;EST;NA;NA;2015;;
TLO_067a072;NA;1596;LOURO FOFO;Flacourtiaceae;;18,6;16,4;EST;NA;NA;2015;;
TLO_067a072;NA;1597;SERINGARANA;Chrysobalanaceae;;16,1;14,9;EST;NA;NA;2015;;
TLO_067a072;NA;1598;AMARELINHO;Bombacaceae;;32,5;23,2;EST;NA;NA;2015;;
TLO_067a072;NA;1598D;ABIURANA FEDORENTA;Euphorbiaceae;;10,6;11,1;EST;NA;NA;2015;;
TLO_067a072;NA;1599;MATAMATA AMARELO;Fabaceae;;20,7;17,6;EST;NA;NA;2015;;
TLO_067a072;NA;1599E;ENVIRA SURUCUCU;Sapotaceae;;14,1;13,6;EST;NA;NA;2015;;
TLO_067a072;NA;1599F;ABIURANA;Euphorbiaceae;;10,8;11,2;EST;NA;NA;2015;;
TLO_067a072;NA;1600;TAUARI;Annonaceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_067a072;NA;1601;SORVA DA MATA;Annonaceae;;14,7;14,0;EST;NA;NA;2015;;
TLO_067a072;NA;1602;MURUCIRANA;Dichapetalaceae;;35,0;24,2;EST;NA;NA;2015;;
TLO_067a072;NA;1602F;ENVIRA;Lecythidaceae;;10,3;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1603;ENVIRA FOFA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1604;PAJURAZINHO;Chrysobalanaceae;;13,4;13,1;EST;NA;NA;2015;;
TLO_067a072;NA;1605;MATAMATA AMARELO;Fabaceae;;22,8;18,7;EST;NA;NA;2015;;
TLO_067a072;NA;1606;BREU VERMELHO;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1607;AMAPARANA;Sapotaceae;;44,4;27,6;EST;NA;NA;2015;;
TLO_067a072;NA;1607F;MATAMATA MIRIM;Sapotaceae;;11,0;11,4;EST;NA;NA;2015;;
TLO_067a072;NA;1608;MATAMATA AMARELO;Burseraceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_067a072;NA;1609;ABIURANA ABIU;Chrysobalanaceae;;37,1;25,0;EST;NA;NA;2015;;
TLO_067a072;NA;1610;INHARE;Euphorbiaceae;;22,1;18,3;EST;NA;NA;2015;;
TLO_067a072;NA;1611;CUPIUBA;Fabaceae;;77,3;35,5;EST;NA;NA;2015;;
TLO_067a072;NA;1612;UCUUBA PUNA;Lecythidaceae;;17,8;15,9;EST;NA;NA;2015;;
TLO_067a072;NA;1613;MATAMATA AMARELO;Chrysobalanaceae;;36,5;24,8;EST;NA;NA;2015;;
TLO_067a072;NA;1614;ARACA BRAVO;Myristicaceae;;21,4;17,9;EST;NA;NA;2015;;
TLO_067a072;NA;1615;UCUUBA PUNA;Lecythidaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_067a072;NA;1616;ABIURANA;NA;;26,6;20,6;EST;NA;NA;2015;;
TLO_067a072;NA;1616C;BREU VERMELHO;Dichapetalaceae;;12,1;12,2;EST;NA;NA;2015;;
TLO_067a072;NA;1616F;ENVIRA SURUCUCU;Sapotaceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1617;MUIRAJIBOIA PRETA;Lauraceae;;32,0;23,0;EST;NA;NA;2015;;
TLO_067a072;NA;1618;UCUQUIRANA;Sapotaceae;;27,7;21,1;EST;NA;NA;2015;;
TLO_067a072;NA;1619;BREU VERMELHO;Sapotaceae;;21,0;17,7;EST;NA;NA;2015;;
TLO_067a072;NA;1620;CUPIUBA;Elaeocarpaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1621;CARAIPERANA;Burseraceae;;11,7;11,9;EST;NA;NA;2015;;
TLO_067a072;NA;1621F;BREU;Myristicaceae;;10,9;11,3;EST;NA;NA;2015;;
TLO_067a072;NA;1619J;MATAMATA PRETO;NA;;NA;NA;EST;NA;NA;2015;;
TLO_067a072;NA;1622;ACHICHA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1623;INGA VERMELHA;NA;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1624;MACUCU FOFO;Sapotaceae;;14,9;14,1;EST;NA;NA;2015;;
TLO_067a072;NA;1624 H;MATAMATA AMARELO;Fabaceae;;10,3;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1625;LOURO PIRARUCU;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1626;MATAMATA AMARELO;Euphorbiaceae;;13,7;13,3;EST;NA;NA;2015;;
TLO_067a072;NA;1626F;BREU VERMELHO;Fabaceae;;11,1;11,5;EST;NA;NA;2015;;
TLO_067a072;NA;1627;UCUUBA VERMELHA;Lauraceae;;22,2;18,4;EST;NA;NA;2015;;
TLO_067a072;NA;1627F;BREU MANGA;Fabaceae;;10,4;10,9;EST;NA;NA;2015;;
TLO_067a072;NA;1628;GITO BRANCO;Elaeocarpaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1629;ACHICHA;Humiriaceae;;28,8;21,6;EST;NA;NA;2015;;
TLO_067a072;NA;1629I;ABIURANA;NA;;11,8;12,0;EST;NA;NA;2015;;
TLO_067a072;NA;1630;ABIURANA ABIU;Sapotaceae;;22,5;18,5;EST;NA;NA;2015;;
TLO_067a072;NA;1630 H;BREU MANGA;Rubiaceae;;10,9;11,3;EST;NA;NA;2015;;
TLO_067a072;NA;1631;BREU BRANCO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1632;JARAI;Myrtaceae;;14,4;13,8;EST;NA;NA;2015;;
TLO_067a072;NA;1633;ABIURANA;Fabaceae;;26,5;20,5;EST;NA;NA;2015;;
TLO_067a072;NA;1633F;BREU;Fabaceae;;14,5;13,8;EST;NA;NA;2015;;
TLO_067a072;NA;1634;LACRE DA MATA;Bombacaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1635;ROSADA BRAVA;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1636;CHICLETE BRAVO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1637;MACUCU FOFO;Moraceae;;18,3;16,2;EST;NA;NA;2015;;
TLO_067a072;NA;1638;MUIRAPIRANGA;Araliaceae;;23,0;18,8;EST;NA;NA;2015;;
TLO_067a072;NA;1639;PURUI;Olacaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1640;TACHI PRETO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1641;CUPIUBA;Sapotaceae;;45,7;28,0;EST;NA;NA;2015;;
TLO_067a072;NA;1641C;URUCUM BRAVO;Bombacaceae;;NA;NA;EST;M;NA;2015;;
TLO_067a072;NA;1641F;MATAMATA AMARELO;NA;;10,6;11,1;EST;NA;NA;2015;;
TLO_067a072;NA;1641 H;ARACA BRAVO;NA;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1630I;BREU VERMELHO;NA;;10,2;10,8;EST;NA;NA;2015;;
TLO_073a078;NA;1642;CASTANHA DE PACA;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1643;BREU VERMELHO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1644;PIMENTA DE NAMBU;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1645;PAU MARFIM;Myristicaceae;;65,8;33,3;EST;NA;NA;2015;;
TLO_073a078;NA;1645B;URUCUM BRAVO;Myristicaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1645C;URUCUM BRAVO;Euphorbiaceae;;23,8;19,2;EST;M;NA;2015;;
TLO_073a078;NA;1645D;INGARANA;Lecythidaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1645F;ACHICHA;NA;;11,8;12,0;EST;NA;NA;2015;;
TLO_073a078;NA;1646;CACAUI;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1646D;TANIMBUCA;Dichapetalaceae;;17,9;16,0;EST;NA;NA;2015;;
TLO_073a078;NA;1647;PITOMBA DA MATA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1647A;BREU VERMELHO;Bombacaceae;;24,3;19,5;EST;NA;NA;2015;;
TLO_073a078;NA;1647B;PIQUIARANA;Ebenaceae;;14,8;14,0;EST;NA;NA;2015;;
TLO_073a078;NA;1647F1;BREU VERMELHO;Humiriaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_073a078;NA;1647F2;URUCUM BRAVO;Fabaceae;;19,7;17,0;EST;NA;NA;2015;;
TLO_073a078;NA;1647F3;CACAURANA;Chrysobalanaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1647II;LOURO PRETO;NA;;10,5;11,0;EST;NA;NA;2015;;
TLO_073a078;NA;1647I1;URUCUM BRAVO;NA;;NA;NA;EST;NA;NA;2015;;
TLO_073a078;NA;1648;ROSADA BRAVA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1649;ABIURANA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1650;MANDIOQUEIRA;Lecythidaceae;;43,4;27,2;EST;NA;NA;2015;;
TLO_073a078;NA;1650 H;URUCUM BRAVO;Fabaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_073a078;NA;1651;TAUARI;Fabaceae;;32,6;23,2;EST;NA;NA;2015;;
TLO_073a078;NA;1651D;UCUUBA FOLHA PELUDA;Peridiscaceae;;13,0;12,8;EST;NA;NA;2015;;
TLO_073a078;NA;1651A;ENVIRA TARIPUCU;Fabaceae;;21,3;17,9;EST;NA;NA;2015;;
TLO_073a078;NA;1651B;INGA COPAIBA;Sapotaceae;;17,0;15,4;EST;NA;NA;2015;;
TLO_073a078;NA;1651F;URUCUM BRAVO;Combretaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_073a078;NA;1652;JOAO MOLE;Myristicaceae;;17,5;15,7;EST;NA;NA;2015;;
TLO_073a078;NA;1647G;URUCUM BRAVO;Sapotaceae;;11,4;11,7;EST;NA;NA;2015;;
TLO_073a078;NA;1650G;URUCUM BRAVO;Euphorbiaceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_073a078;NA;1647I;MUIRACATIAR;NA;;NA;NA;EST;NA;NA;2015;;
TLO_073a078;NA;1653;FAVEIRA;Peridiscaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1653B;LEITEIRA;Sapotaceae;;16,4;15,0;EST;NA;NA;2015;;
TLO_073a078;NA;1654;ENVIRA TARIPUCU;Euphorbiaceae;;16,7;15,2;EST;NA;NA;2015;;
TLO_073a078;NA;1654B;MUIRAPIRANGA FG;Humiriaceae;;16,3;15,0;EST;NA;NA;2015;;
TLO_073a078;NA;1654D;MUIRAPIRANGA FG;Humiriaceae;;14,0;13,5;EST;NA;NA;2015;;
TLO_073a078;NA;1654F;CASTANHA DE PACA;Vochysiaceae;;11,5;11,7;EST;NA;NA;2015;;
TLO_073a078;NA;1655;CASTANHA DE PACA;Dichapetalaceae;;17,6;15,8;EST;NA;NA;2015;;
TLO_073a078;NA;1656;ABIURANA ROXA;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1657;MUIRAPIRANGA;Humiriaceae;;19,9;17,1;EST;NA;NA;2015;;
TLO_073a078;NA;1657F1;URUCUM BRAVO;Malpighiaceae;;18,1;16,1;EST;NA;NA;2015;;
TLO_073a078;NA;1657F2;SERVE PARA TUDO;Sapotaceae;;10,5;11,0;EST;NA;NA;2015;;
TLO_073a078;NA;1657F3;LOURO;Combretaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1657 H;URUCURANA;Bombacaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_073a078;NA;1658;CARAIPE;Fabaceae;;38,0;25,3;EST;NA;NA;2015;;
TLO_073a078;NA;1659;CASTANHA DE PACA;Bombacaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1660;BREU VERMELHO;Cecropiaceae;;18,7;16,4;EST;NA;NA;2015;;
TLO_073a078;NA;1661;MACUCU;Sapotaceae;;18,5;16,3;EST;NA;NA;2015;;
TLO_073a078;NA;1661 H;URUCUM BRAVO;Humiriaceae;;19,5;16,9;EST;NA;NA;2015;;
TLO_073a078;NA;1662;GITO BRANCO;Euphorbiaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1663;UCUQUIRANA;Myrtaceae;;18,3;16,2;EST;NA;NA;2015;;
TLO_073a078;NA;1663F;MACUCU DE PACA;Fabaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_073a078;NA;1663 H;URUCUM BRAVO;Euphorbiaceae;;12,5;12,5;EST;NA;NA;2015;;
TLO_073a078;NA;1664;LOURO PIRARUCU;Humiriaceae;;49,3;29,1;EST;NA;NA;2015;;
TLO_073a078;NA;1665;FAVA FOFA;Dichapetalaceae;;16,2;14,9;EST;NA;NA;2015;;
TLO_073a078;NA;1665I1;BREU VERMELHO;NA;;10,1;10,7;EST;NA;NA;2015;;
TLO_073a078;NA;1665I2;MUIRAPIRANGA;NA;;10,1;10,7;EST;NA;NA;2015;;
TLO_073a078;NA;1666;LOURO FOFO;Meliaceae;;40,0;26,1;EST;NA;NA;2015;;
TLO_073a078;NA;1666B;MUIRAPIRANGA FG;Sapotaceae;;13,5;13,2;EST;NA;NA;2015;;
TLO_073a078;NA;1667;PEPINO DA MATA;Sapotaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1668;CASTANHA DE PACA;Fabaceae;;33,7;23,7;EST;NA;NA;2015;;
TLO_073a078;NA;1669;LOURO PIRARUCU;Clusiaceae;;17,2;15,5;EST;NA;NA;2015;;
TLO_073a078;NA;1670;MUIRAJIBOIA AMARELA;Chrysobalanaceae;;15,2;14,3;EST;NA;NA;2015;;
TLO_073a078;NA;1651J;PAJURAZINHO;NA;;NA;NA;EST;NA;NA;2015;;
TLO_073a078;NA;1671;BUCHUCHU CANELA DE VELHO;Fabaceae;;NA;NA;EST;M;NA;2015;;
TLO_073a078;NA;1672;TANIMBUCA;Sterculiaceae;;13,6;13,2;EST;NA;NA;2015;;
TLO_073a078;NA;1673;CASTANHA DE PACA;Sapotaceae;;18,6;16,4;EST;NA;NA;2015;;
TLO_073a078;NA;1674;MUIRAPIRANGA;Fabaceae;;26,4;20,5;EST;NA;NA;2015;;
TLO_073a078;NA;1675;MUIRAPIRANGA;Lecythidaceae;;27,2;20,9;EST;NA;NA;2015;;
TLO_073a078;NA;1675 H;PAU RAINHA;NA;;12,9;12,7;EST;NA;NA;2015;;
TLO_073a078;NA;1676;CASTANHA DE PACA;Fabaceae;;17,5;15,7;EST;NA;NA;2015;;
