common_name;species;genus;family
JARAI;Pouteria spp ;Pouteria ;Sapotaceae
GOIABINHA;Myrcia spp ;Myrcia ;Myrtaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
PAPO DE MUTUM;Quiinaceae spp ;Quiinaceae ;Quiinaceae
BUCHUCHU;Miconia spp ;Miconia ;Melastomataceae
BUXUXU ORELHA DE BURRO;Miconia spp ;Miconia ;Melastomataceae
ENVIRA FOFA;Guatteria olivacea;Guatteria ;Annonaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MUIRATINGA;Helicostylis tomentosa;Helicostylis ;Moraceae
TACHI PRETO;Tachigali spp ;Tachigali ;Fabaceae
CANELA DE VELHO;Chimarrhis turbinata;Chimarrhis ;Rubiaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
BUCHUCHU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
CUPIUBA;Goupia glabra;Goupia ;Goupiaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
PAJURAZINHO;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
SERINGARANA;Rhodothyrsus macrophyllus;Rhodothyrsus ;Euphorbiaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
FAVEIRA ARARA TUCUPI;Stryphnodendron pulcherrimum;Stryphnodendron ;Fabaceae
ABIURANA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
BREU MANGA;Burseraceae spp ;Burseraceae ;Burseraceae
ENVIRA BOBO;Annona neoinsignis;Annona ;Annonaceae
GITO;Meliaceae spp ;Meliaceae ;Meliaceae
LOURO FOFO;Lauraceae spp ;Lauraceae ;Lauraceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
CARAIPE;Licania spp ;Licania ;Chrysobalanaceae
ENVIRA PRETA;Fusaea longifolia;Fusaea ;Annonaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
UCUUBA VERMELHA;Virola spp ;Virola ;Myristicaceae
BUCHUCHU FOLHA SERRILHADA;Miconia spp ;Miconia ;Melastomataceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
CARAIPERANA;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
MUIRATINGA;Helicostylis tomentosa;Helicostylis ;Moraceae
MUIRAJIBOIA PRETA;Bocoa viridiflora;Bocoa ;Fabaceae
ENVIRA BRANCA;Xylopia polyantha;Xylopia ;Annonaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
VASOUREIRO;Goupia glabra;Goupia ;Goupiaceae
ABIURANA ABIU;Sapotaceae spp ;Sapotaceae ;Sapotaceae
MUIRATINGA;Helicostylis tomentosa;Helicostylis ;Moraceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
CAJUI;Anacardium spruceanum;Anacardium ;Anacardiaceae
TABOQUINHA;Kutchubaea insignis;Kutchubaea ;Rubiaceae
COPAIBARANA;Elizabetha coccinea;Elizabetha ;Fabaceae
ENVIRA PRETA;Fusaea longifolia;Fusaea ;Annonaceae
CASTANHA DE COTIA;Aptandra tubicina;Aptandra ;Olacaceae
BREU MANGA;Burseraceae spp ;Burseraceae ;Burseraceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
ENVIRA FOFA;Guatteria spp ;Guatteria ;Annonaceae
BRANQUINHA;Rinorea racemosa;Rinorea ;Violaceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
PIQUIA MARFIM;Aspidosperma spp ;Aspidosperma ;Apocynaceae
BREU VERMELHO;Rinorea paniculata;Rinorea ;Violaceae
CARAIPE;Licania spp ;Licania ;Chrysobalanaceae
BUXUXU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
MUIRATINGA;Indeterminado;#VALOR!;Indeterminado 
UCHIRANA;Vantanea parviflora;Vantanea ;Humiriaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
ENVIRA PRETA;Annonaceae spp ;Annonaceae ;Annonaceae
TACHI PRETO;Tachigali spp ;Tachigali ;Fabaceae
CASTANHA JACARE;Corythophora rimosa;Corythophora ;Lecythidaceae
GITO;Meliaceae spp ;Meliaceae ;Meliaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
CARAIPE;Licania spp ;Licania ;Chrysobalanaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
BUCHUCHU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
TACHI VERMELHO;Tachigali spp ;Tachigali ;Fabaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
DIMA;Cecropia sciadophylla;Cecropia ;Urticaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
UXIRANA;Vantanea parviflora;Vantanea ;Humiriaceae
LACRE BRANCO;Vismia cayennensis;Vismia ;Hypericaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
ABIURANA CASCA FINA;Pouteria spp ;Pouteria ;Sapotaceae
ENVIRA VERMELHA;Annonaceae spp ;Annonaceae ;Annonaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
CUMARURANA;Fabaceae spp ;Fabaceae ;Fabaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CASTANHA JARANA FG;Lecythis prancei;Lecythis ;Lecythidaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
UCUUBA BRANCA;Osteophloeum platyspermum;Osteophloeum ;Myristicaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
LACRE BRANCO;Vismia cayennensis;Vismia ;Hypericaceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
UCHI DE COTIA;Indeterminado;#VALOR!;Indeterminado 
MACARANDUBA;Manilkara spp ;Manilkara ;Sapotaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
EMBAUBA ROXA;Cecropia purpurascens;Cecropia ;Urticaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
JARAI;Pouteria spp ;Pouteria ;Sapotaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
ENVIRA PRETA;Annonaceae spp ;Annonaceae ;Annonaceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
PIMENTA DE NAMBU;Lacistema grandifolium;Lacistema ;Lacistemataceae
ACARIQUARA BRANCA;Geissospermum argenteum;Geissospermum ;Apocynaceae
BUCHUCHU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
EMBAUBA ROXA;Vismia cayennensis;Vismia ;Hypericaceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
GOIABA DE ANTA VERMELHA;Bellucia grossularioides;Bellucia ;Melastomataceae
BUCHUCHU;Miconia spp ;Miconia ;Melastomataceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
INGA BRANCO;Inga spp ;Inga ;Fabaceae
CASTANHA DE COTIA;Aptandra tubicina;Aptandra ;Olacaceae
MUIRAJIBOIA AMARELA;Swartzia recurva;Swartzia ;Fabaceae
ABIURANA OLHO DE VEADO;Pouteria spp ;Pouteria ;Sapotaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
LACRE BRANCO;Vismia cayennensis;Vismia ;Hypericaceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
GITO;Meliaceae spp ;Meliaceae ;Meliaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
ARACA BRAVO;Myrtaceae spp ;Myrtaceae ;Myrtaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
MACUCU CHIADOR;Licania heteromorpha;Licania ;Chrysobalanaceae
ABIURANA OLHO DE VEADO;Pouteria spp ;Pouteria ;Sapotaceae
TINTEIRA;Indeterminado;#VALOR!;Indeterminado 
GOIABINHA;Myrcia spp ;Myrcia ;Myrtaceae
SUCUPIRA CHORONA;Andira spp ;Andira ;Fabaceae
BREU MANGA;Xylopia crinita;Xylopia ;Annonaceae
ENVIRA PRETA;Fusaea longifolia;Fusaea ;Annonaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
LACRE BRANCO;Vismia cayennensis;Vismia ;Hypericaceae
MAPARAJUBA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
GOIABA DE ANTA;Bellucia grossularioides;Bellucia ;Melastomataceae
GITO;Meliaceae spp ;Meliaceae ;Meliaceae
CASTANHA VERMELHA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
TAUARI;Lecythidaceae spp ;Lecythidaceae ;Lecythidaceae
MANDIOQUEIRA;Vochysiaceae spp ;Vochysiaceae ;Vochysiaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
ABIURANA;Pouteria campanulata;Pouteria ;Sapotaceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
CASTANHA VERMELHA;Eschweilera atropetiolata;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
TACHI VERMELHO;Tachigali spp ;Tachigali ;Fabaceae
CASTANHA JACARE;Corythophora rimosa;Corythophora ;Lecythidaceae
INGA BRANCO;Inga spp ;Inga ;Fabaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
RIPEIRO BRANCO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
UCHI DE CUTIA;Indeterminado;#VALOR!;Indeterminado 
MUIRATINGA;Helicostylis tomentosa;Helicostylis ;Moraceae
MACUCU CHIADOR;Licania heteromorpha;Licania ;Chrysobalanaceae
SERINGARANA;Rhodothyrsus macrophyllus;Rhodothyrsus ;Euphorbiaceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
LOURO ARITU;Lauraceae spp ;Lauraceae ;Lauraceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
CASTANHA DE PORCO;Glycydendron amazonicum;Glycydendron ;Euphorbiaceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
FAVEIRA CAMUZE;Stryphnodendron spp ;Stryphnodendron ;Fabaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
GOIABA DE ANTA;Bellucia grossularioides;Bellucia ;Melastomataceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
RIPEIRO BRANCO;Eschweilera spp ;Eschweilera ;Lecythidaceae
CAFÉ BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
MACUCU CHIADOR;Licania heteromorpha;Licania ;Chrysobalanaceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
CASTANHA JACARE;Corythophora rimosa;Corythophora ;Lecythidaceae
ARABA VERMELHO;Swartzia schomburgkii;Swartzia ;Fabaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
TACHI PITOMBA;Tachigali spp ;Tachigali ;Fabaceae
ITAUBA FG;Mezilaurus itauba;Mezilaurus ;Lauraceae
SUCUPIRA PRETA;Diplotropis purpurea;Diplotropis ;Fabaceae
LOURO PRETO;Ocotea cujumary;Ocotea ;Lauraceae
JOAO MOLE;Neea spp ;Neea ;Nyctaginaceae
MUIRAJIBOIA PRETA;Bocoa viridiflora;Bocoa ;Fabaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
CARAIPE;Licania spp ;Licania ;Chrysobalanaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
MACUCU FOFO;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
CUPIUBA;Goupia glabra;Goupia ;Goupiaceae
PAU RAINHA;Brosimum rubescens;Brosimum ;Moraceae
SUCUPIRA CHORONA;Andira spp ;Andira ;Fabaceae
GITO BRANCO;Guarea convergens;Guarea ;Meliaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
GOIABA DE ANTA;Bellucia grossularioides;Bellucia ;Melastomataceae
TINTEIRO;Miconia minutiflora;Miconia ;Melastomataceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
GOIABA DE ANTA;Bellucia grossularioides;Bellucia ;Melastomataceae
LOURO FOFO;Lauraceae spp ;Lauraceae ;Lauraceae
FIGO BRAVO;Ferdinandusa elliptica;Ferdinandusa ;Rubiaceae
ANGELIM RAJADO;Zygia racemosa;Zygia ;Fabaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
GOIABA DE ANTA;Bellucia grossularioides;Bellucia ;Melastomataceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
CUPIUBA;Goupia glabra;Goupia ;Goupiaceae
ABIURANA ABIU;Sapotaceae spp ;Sapotaceae ;Sapotaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
INHARE;Moraceae spp ;Moraceae ;Moraceae
BUCHUCHU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
PIAOZINHO;Micrandropsis scleroxylon;Micrandropsis ;Euphorbiaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MASSARANDUBA;Manilkara spp ;Manilkara ;Sapotaceae
UCHI DE COTIA;Indeterminado;#VALOR!;Indeterminado 
PAPO DE MUTUM;Quiina amazonica;Quiina ;Quiinaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
CAROBA;Jacaranda copaia;Jacaranda ;Bignoniaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
PITOMBA DA MATA;Toulicia guianensis;Toulicia ;Sapindaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MUIRAJIBOIA JERIMUM;Swartzia tomentifera;Swartzia ;Fabaceae
CORACAO DE NEGRO;Swartzia panacoco;Swartzia ;Fabaceae
ENVIRA PRETA;Fusaea longifolia;Fusaea ;Annonaceae
MUIRATINGA;Helicostylis tomentosa;Helicostylis ;Moraceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
ITAUBA FG;Mezilaurus itauba;Mezilaurus ;Lauraceae
BUCHUCHU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
MACUCU CHIADOR;Licania heteromorpha;Licania ;Chrysobalanaceae
CARAIPE;Licania spp ;Licania ;Chrysobalanaceae
BREU PELUDO;Protium trifoliolatum;Protium ;Burseraceae
ANANI;Symphonia globulifera;Symphonia ;Clusiaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
MUIRAJIBOIA AMARELA;Swartzia recurva;Swartzia ;Fabaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
UXIRANA;Humiriaceae spp ;Humiriaceae ;Humiriaceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
SERINGARANA;Rhodothyrsus macrophyllus;Rhodothyrsus ;Euphorbiaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
JOAO MOLE;Neea spp ;Neea ;Nyctaginaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
PAJURAZINHO;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
BRANQUINHA;Rinorea racemosa;Rinorea ;Violaceae
BRANQUINHA;Rinorea racemosa;Rinorea ;Violaceae
SERINGUEIRA;Hevea guianensis;Hevea ;Euphorbiaceae
SERINGA VERMELHA;Hevea guianensis;Hevea ;Euphorbiaceae
UCUUBA VERMELHA;Virola calophylla;Virola ;Myristicaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
ENVIRA PRETA;Annonaceae spp ;Annonaceae ;Annonaceae
LOURO ARITU;Protium spp ;Protium ;Burseraceae
RIPEIRO;Eschweilera spp ;Eschweilera ;Lecythidaceae
SERINGARANA;Euphorbiaceae spp ;Euphorbiaceae ;Euphorbiaceae
CUPIUBA;Goupia glabra;Goupia ;Goupiaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
PAU D'ARCO;Handroanthus spp ;Handroanthus ;Bignoniaceae
PAU RAINHA;Brosimum rubescens;Brosimum ;Moraceae
BREU PITOMBA;Protium spp ;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
MANDIOQUEIRA ASPERA;Qualea paraensis;Qualea ;Vochysiaceae
FALSA CUPIUBA;Rinorea paniculata;Rinorea ;Violaceae
ENVIRA FOFA;Guatteria olivacea;Guatteria ;Annonaceae
BATINGA;Couepia elata;Couepia ;Chrysobalanaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
TENTO;Ormosia spp ;Ormosia ;Fabaceae
CARAIPERANA;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
UCUUBA BRANCA;Osteophloeum platyspermum;Osteophloeum ;Myristicaceae
CARAIPE;Licania spp ;Licania ;Chrysobalanaceae
ABIURANA ABIU;Pouteria guianensis;Pouteria ;Sapotaceae
LOURO BRANCO;Lauraceae spp ;Lauraceae ;Lauraceae
UCUUBA VERMELHA;Virola calophylla;Virola ;Myristicaceae
ABIURANA ROXA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
INGA VERMELHA;Inga paraensis;Inga ;Fabaceae
BUCHUCHU FOLHA SERRILHADA;Miconia spp ;Miconia ;Melastomataceae
MAPARAJUBA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
MUIRAJIBOIA JERIMUM;Swartzia tomentifera;Swartzia ;Fabaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
ABIURANA LEITE AMARELO;Pouteria reticulata;Pouteria ;Sapotaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
MUIRAJIBOIA AMARELA;Swartzia recurva;Swartzia ;Fabaceae
CAFE BRAVO;Kutchubaea insignis;Kutchubaea ;Rubiaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
ANGELIM RAJADO;Zygia racemosa;Zygia ;Fabaceae
MUTUTI;Pterocarpus officinalis;Pterocarpus ;Fabaceae
MUIRAJIBOIA AMARELA;Swartzia recurva;Swartzia ;Fabaceae
MURICI DA MATA;Byrsonima duckeana;Byrsonima ;Malpighiaceae
LOURO FALSO ARITU;Lauraceae spp ;Lauraceae ;Lauraceae
LACRE BRANCO;Vismia cayennensis;Vismia ;Hypericaceae
MATAMATA AMARELO;Eschweilera spp ;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
SUCUPIRA CHORONA;Andira spp ;Andira ;Fabaceae
LOURO ARITU;Lauraceae spp ;Lauraceae ;Lauraceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
ENVIRA PRETA;Annonaceae spp ;Annonaceae ;Annonaceae
ENVIRA AMARELA;Duguetia spp ;Duguetia ;Annonaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
AMARELINHO;Pogonophora schomburgkiana;Pogonophora ;Peraceae
BUCHUCHU FOLHA SERRILHADA;Miconia spp ;Miconia ;Melastomataceae
BREU VERMELHO;Protium hebetatum;Protium ;Burseraceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
BUCHUCHU CANELA DE VELHO;Miconia spp ;Miconia ;Melastomataceae
ROSADA BRAVA;Micropholis splendens;Micropholis ;Sapotaceae
UCUUBA PRETA FG;Virola caducifolia;Virola ;Myristicaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
CARDEIRO;Scleronema micranthum;Scleronema ;Malvaceae
INGA;Inga spp ;Inga ;Fabaceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
INGA BRANCA;Inga spp ;Inga ;Fabaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
ITAUBA FM;Mezilaurus itauba;Mezilaurus ;Lauraceae
ENVIRA FOFA;Guatteria olivacea;Guatteria ;Annonaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
TAUARI;Lecythidaceae spp ;Lecythidaceae ;Lecythidaceae
INGA PELUDA;Inga spp ;Inga ;Fabaceae
BRANQUINHA;Rinorea racemosa;Rinorea ;Violaceae
BREU PITOMBA;Protium spp ;Protium ;Burseraceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
EMBAUBA GIGANTE;Vismia cayennensis;Vismia ;Hypericaceae
PAPO DE MUTUM;Quiina amazonica;Quiina ;Quiinaceae
RIPEIRO VERMELHO;Eschweilera romeu-cardosoi;Eschweilera ;Lecythidaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
MATAMATA AMARELO;Eschweilera wachenheimii;Eschweilera ;Lecythidaceae
TABOQUINHA;Kutchubaea insignis;Kutchubaea ;Rubiaceae
PAJURAZINHO;Chrysobalanaceae spp ;Chrysobalanaceae ;Chrysobalanaceae
BREU BRANCO;Protium spp ;Protium ;Burseraceae
BREU BRANCO;Protium spp ;Protium ;Burseraceae
TACHI PRETO;Tachigali spp ;Tachigali ;Fabaceae
RIPEIRO VERMELHO;Eschweilera spp ;Eschweilera ;Lecythidaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
UCUUBA VERMELHA;Virola calophylla;Virola ;Myristicaceae
PITOMBA DA MATA;Sapindaceae spp ;Sapindaceae ;Sapindaceae
DIMA;Croton matourensis;Croton ;Euphorbiaceae
EMBAUBA ROXA;Cecropia purpurascens;Cecropia ;Urticaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
RIPEIRO BRANCO;Eschweilera spp ;Eschweilera ;Lecythidaceae
EMBAUBA GIGANTE;Cecropia sciadophylla;Cecropia ;Urticaceae
BREU BRANCO;Protium spp ;Protium ;Burseraceae
RIPEIRO PRETO;Eschweilera spp ;Eschweilera ;Lecythidaceae
TACHI PRETO;Tachigali spp ;Tachigali ;Fabaceae
EMBAUBA ROXA;Cecropia purpurascens;Cecropia ;Urticaceae
TINTEIRA;Miconia minutiflora;Miconia ;Melastomataceae
EMBAUBARANA;Pourouma spp ;Pourouma ;Urticaceae
LACRE VERMELHO;Vismia spp ;Vismia ;Hypericaceae
BUCHUCHU;Miconia spp ;Miconia ;Melastomataceae
ENVIRA BRANCA;Xylopia polyantha;Xylopia ;Annonaceae
ABIURANA ABIU;Sapotaceae spp ;Sapotaceae ;Sapotaceae
BREU VERMELHO;Protium spp ;Protium ;Burseraceae
PIAOZINHO;Micrandropsis scleroxylon;Micrandropsis ;Euphorbiaceae
BRANQUINHA;Rinorea racemosa;Rinorea ;Violaceae
LOURO FALSO ARITU;Lauraceae spp ;Lauraceae ;Lauraceae
ENVIRA FOFA;Guatteria spp ;Guatteria ;Annonaceae
ABIURANA BRANCA;Sapotaceae spp ;Sapotaceae ;Sapotaceae
LOURO PRETO;Ocotea cujumary;Ocotea ;Lauraceae
CASTANHA JACARE;Corythophora rimosa;Corythophora ;Lecythidaceae
GITORANA;Indeterminado;#VALOR!;Indeterminado 
INGA DE ARARA;Stryphnodendron spp ;Stryphnodendron ;Fabaceae
CACAUI;Theobroma sylvestre;Theobroma ;Malvaceae
MUIRAXIMBE;Rubiaceae spp ;Rubiaceae ;Rubiaceae
PIAOZINHO;Micrandropsis scleroxylon;Micrandropsis ;Euphorbiaceae
MUIRAXIMBE;Rubiaceae spp ;Rubiaceae ;Rubiaceae
TACHI PITOMBA;Tachigali spp ;Tachigali ;Fabaceae
LOURO CHUMBO;Lauraceae spp ;Lauraceae ;Lauraceae
